,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00033818058843422386
1,KnockoffNet,500,0.00033818058843422386
2,KnockoffNet,1000,0.004227257355427798
3,KnockoffNet,5000,0.09519783564423402
4,KnockoffNet,10000,0.019445383834967873
5,KnockoffNet,20000,0.2680081163341224
6,KnockoffNet,25000,0.5820087926952993
7,KnockoffNet,40000,0.49374365911396684
8,KnockoffNet,50000,0.15691579303347988
0,KnockoffNet,250,0.024687182955698342
1,KnockoffNet,500,0.0013527223537368955
2,KnockoffNet,1000,0.020459925600270545
3,KnockoffNet,5000,0.1261413594859655
4,KnockoffNet,10000,0.5478525532634427
5,KnockoffNet,20000,0.2549881636794048
6,KnockoffNet,25000,0.2237064592492391
7,KnockoffNet,40000,0.3615150490361853
8,KnockoffNet,50000,0.22894825836996957
