,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00016837851490149856
2,KnockoffNet,1000,0.0003367570298029971
3,KnockoffNet,5000,0.002862434753325476
4,KnockoffNet,10000,0.04882976932143458
5,KnockoffNet,20000,0.00353594881293147
6,KnockoffNet,25000,0.05017679744064658
7,KnockoffNet,40000,0.030981646741875736
8,KnockoffNet,50000,0.05758545209631251
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0003367570298029971
2,KnockoffNet,1000,0.00117864960431049
3,KnockoffNet,5000,0.060616265364539484
4,KnockoffNet,10000,0.013133524162316888
5,KnockoffNet,20000,0.2598080484930123
6,KnockoffNet,25000,0.047987876746927095
7,KnockoffNet,40000,0.05000841892574508
8,KnockoffNet,50000,0.30964808890385587
