,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.03481989708404803
1,KnockoffNet,500,0.07530017152658662
2,KnockoffNet,1000,0.1732418524871355
3,KnockoffNet,5000,0.11406518010291596
4,KnockoffNet,10000,0.253516295025729
5,KnockoffNet,20000,0.695368782161235
6,KnockoffNet,25000,0.4771869639794168
7,KnockoffNet,40000,0.3867924528301887
8,KnockoffNet,50000,0.4226415094339623
0,KnockoffNet,250,0.07821612349914236
1,KnockoffNet,500,0.0379073756432247
2,KnockoffNet,1000,0.010977701543739279
3,KnockoffNet,5000,0.06963979416809606
4,KnockoffNet,10000,0.11680960548885078
5,KnockoffNet,20000,0.3295025728987993
6,KnockoffNet,25000,0.37873070325900515
7,KnockoffNet,40000,0.2926243567753002
8,KnockoffNet,50000,0.6485420240137221
