,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.09909456740442656
1,KnockoffNet,500,0.11569416498993963
2,KnockoffNet,1000,0.03739101274312542
3,KnockoffNet,5000,0.06438631790744467
4,KnockoffNet,10000,0.14302481556002683
5,KnockoffNet,20000,0.10529845741113347
6,KnockoffNet,25000,0.07780013413816231
7,KnockoffNet,40000,0.29711602951039573
8,KnockoffNet,50000,0.13229376257545272
0,KnockoffNet,250,0.04342723004694836
1,KnockoffNet,500,0.06438631790744467
2,KnockoffNet,1000,0.0008383635144198525
3,KnockoffNet,5000,0.1006036217303823
4,KnockoffNet,10000,0.15006706908115358
5,KnockoffNet,20000,0.2592219986586184
6,KnockoffNet,25000,0.18947015425888666
7,KnockoffNet,40000,0.6224010731052985
8,KnockoffNet,50000,0.35244802146210596
