,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.001361933946203609
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0015321756894790602
3,KnockoffNet,5000,0.00017024174327545113
4,KnockoffNet,10000,0.014470548178413346
5,KnockoffNet,20000,0.00595846101464079
6,KnockoffNet,25000,0.003575076608784474
7,KnockoffNet,40000,0.0005107252298263534
8,KnockoffNet,50000,0.030643513789581207
0,KnockoffNet,250,0.0028941096356826694
1,KnockoffNet,500,0.004596527068437181
2,KnockoffNet,1000,0.0008512087163772557
3,KnockoffNet,5000,0.0006809669731018045
4,KnockoffNet,10000,0.0020429009193054137
5,KnockoffNet,20000,0.00034048348655090226
6,KnockoffNet,25000,0.00034048348655090226
7,KnockoffNet,40000,0.0018726591760299626
8,KnockoffNet,50000,0.007320394960844399
