,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00034910106475824753
1,KnockoffNet,500,0.007505672892302321
2,KnockoffNet,1000,0.01536044684936289
3,KnockoffNet,5000,0.010647582475126548
4,KnockoffNet,10000,0.1190434630825624
5,KnockoffNet,20000,0.019724210158840984
6,KnockoffNet,25000,0.041019375109094085
7,KnockoffNet,40000,0.03683016233199511
8,KnockoffNet,50000,0.035433758072962125
0,KnockoffNet,250,0.0024437074533077328
1,KnockoffNet,500,0.016407750043637634
2,KnockoffNet,1000,0.004014662244719846
3,KnockoffNet,5000,0.0015709547914121139
4,KnockoffNet,10000,0.008727526618956188
5,KnockoffNet,20000,0.01344039099319253
6,KnockoffNet,25000,0.028451736777797172
7,KnockoffNet,40000,0.04835049746901728
8,KnockoffNet,50000,0.0315936463606214
