,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00016597510373443983
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.002157676348547718
4,KnockoffNet,10000,0.005145228215767635
5,KnockoffNet,20000,0.10506224066390041
6,KnockoffNet,25000,0.15402489626556018
7,KnockoffNet,40000,0.15883817427385893
8,KnockoffNet,50000,0.36215767634854773
0,KnockoffNet,250,0.0014937759336099586
1,KnockoffNet,500,0.002987551867219917
2,KnockoffNet,1000,0.0006639004149377593
3,KnockoffNet,5000,0.0014937759336099586
4,KnockoffNet,10000,0.00016597510373443983
5,KnockoffNet,20000,0.0016597510373443983
6,KnockoffNet,25000,0.0031535269709543567
7,KnockoffNet,40000,0.04232365145228216
8,KnockoffNet,50000,0.008132780082987552
