,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0020239500758981277
1,KnockoffNet,500,0.003879237645471412
2,KnockoffNet,1000,0.0032045876201720357
3,KnockoffNet,5000,0.0016866250632484399
4,KnockoffNet,10000,0.0008433125316242199
5,KnockoffNet,20000,0.0013493000505987519
6,KnockoffNet,25000,0.2917861359419801
7,KnockoffNet,40000,0.0026986001011975037
8,KnockoffNet,50000,0.056333277112497894
0,KnockoffNet,250,0.016360263113509868
1,KnockoffNet,500,0.00978242536684095
2,KnockoffNet,1000,0.0016866250632484399
3,KnockoffNet,5000,0.0028672626075223477
4,KnockoffNet,10000,0.0023612750885478157
5,KnockoffNet,20000,0.0008433125316242199
6,KnockoffNet,25000,0.0023612750885478157
7,KnockoffNet,40000,0.04655085174565694
8,KnockoffNet,50000,0.009613762860516108
