,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
25%,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
50%,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
75%,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
max,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
median,50.0,0.07824984937906265,0.11999999731779099,0.0,0.7287940935386333,0.1500000014901161,0.07001000692787314,0.5999999776482585,0.7716880962252617,1.71390700340271,0.38249556134212537,5.788005828857422,552874.0,2.1090469360351562
