,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.002565335898669232
1,KnockoffNet,500,0.000320666987333654
2,KnockoffNet,1000,0.000320666987333654
3,KnockoffNet,5000,0.000801667468334135
4,KnockoffNet,10000,0.007375340708674042
5,KnockoffNet,20000,0.01443001443001443
6,KnockoffNet,25000,0.021805355138688472
7,KnockoffNet,40000,0.23248356581689916
8,KnockoffNet,50000,0.026615359948693282
0,KnockoffNet,250,0.000481000481000481
1,KnockoffNet,500,0.002244668911335578
2,KnockoffNet,1000,0.001443001443001443
3,KnockoffNet,5000,0.000962000962000962
4,KnockoffNet,10000,0.09331409331409331
5,KnockoffNet,20000,0.009780343113676447
6,KnockoffNet,25000,0.005772005772005772
7,KnockoffNet,40000,0.04826038159371493
8,KnockoffNet,50000,0.1276254609587943
