,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
25%,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
50%,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
75%,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
max,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
median,50.0,0.11710000038146973,0.043478261679410934,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874.0,2.1090469360351562
