query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.11710000038146973,0.043478261679410934,False,0.0,0.911370618803475,0.3543478131294251,0.060201005025125626,0.07142857580008574,0.33497488498687744,0.9428769946098328,0.24726202340900477,5.250568866729736,552874,2.1090469360351562
