,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.09947820232284127
1,KnockoffNet,500,0.00168321831341525
2,KnockoffNet,1000,0.0013465746507322
3,KnockoffNet,5000,0.004544689446221175
4,KnockoffNet,10000,0.04157549234135667
5,KnockoffNet,20000,0.04460528530550412
6,KnockoffNet,25000,0.09224036357515569
7,KnockoffNet,40000,0.062447399427705774
8,KnockoffNet,50000,0.100993098804915
0,KnockoffNet,250,0.033496044436963475
1,KnockoffNet,500,0.0080794479043932
2,KnockoffNet,1000,0.034842619087695675
3,KnockoffNet,5000,0.07086349099478202
4,KnockoffNet,10000,0.13785557986870897
5,KnockoffNet,20000,0.0302979296414745
6,KnockoffNet,25000,0.18431240531896986
7,KnockoffNet,40000,0.07927958256185827
8,KnockoffNet,50000,0.5502440666554452
