,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.028463648834019206
1,KnockoffNet,500,0.014060356652949246
2,KnockoffNet,1000,0.00017146776406035664
3,KnockoffNet,5000,0.00017146776406035664
4,KnockoffNet,10000,0.010631001371742112
5,KnockoffNet,20000,0.14060356652949246
6,KnockoffNet,25000,0.0006858710562414266
7,KnockoffNet,40000,0.0799039780521262
8,KnockoffNet,50000,0.03223593964334705
0,KnockoffNet,250,0.0008573388203017832
1,KnockoffNet,500,0.0013717421124828531
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.00411522633744856
5,KnockoffNet,20000,0.003429355281207133
6,KnockoffNet,25000,0.02400548696844993
7,KnockoffNet,40000,0.0008573388203017832
8,KnockoffNet,50000,0.024519890260631002
