,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.04479917610710608
1,KnockoffNet,500,0.008582217645039478
2,KnockoffNet,1000,0.026089941640920013
3,KnockoffNet,5000,0.2571232406453828
4,KnockoffNet,10000,0.29128046687263986
5,KnockoffNet,20000,0.154994850669413
6,KnockoffNet,25000,0.1725025746652935
7,KnockoffNet,40000,0.0822176450394782
8,KnockoffNet,50000,0.41829728801922417
0,KnockoffNet,250,0.06265018880878818
1,KnockoffNet,500,0.05132166151733608
2,KnockoffNet,1000,0.03930655681428081
3,KnockoffNet,5000,0.31462409886714726
4,KnockoffNet,10000,0.03724682457947134
5,KnockoffNet,20000,0.2320631651218675
6,KnockoffNet,25000,0.18777892207346378
7,KnockoffNet,40000,0.3503261242705115
8,KnockoffNet,50000,0.2780638516992791
