,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.01975586251204626
1,KnockoffNet,500,0.00530035335689046
2,KnockoffNet,1000,0.016222293607452618
3,KnockoffNet,5000,0.017507227754577578
4,KnockoffNet,10000,0.008994539029874718
5,KnockoffNet,20000,0.03902987471892066
6,KnockoffNet,25000,0.16784452296819788
7,KnockoffNet,40000,0.3658849983938323
8,KnockoffNet,50000,0.2129778348859621
0,KnockoffNet,250,0.018792161901702537
1,KnockoffNet,500,0.022004497269514936
2,KnockoffNet,1000,0.00915515579826534
3,KnockoffNet,5000,0.018631545133311916
4,KnockoffNet,10000,0.014294892386765179
5,KnockoffNet,20000,0.020077096048827497
6,KnockoffNet,25000,0.058464503694185675
7,KnockoffNet,40000,0.12736909733376164
8,KnockoffNet,50000,0.07838098297462255
