,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.22994932727590425
1,KnockoffNet,500,0.007338808317316093
2,KnockoffNet,1000,0.0024462694391053645
3,KnockoffNet,5000,0.07950375677092435
4,KnockoffNet,10000,0.5076009086143631
5,KnockoffNet,20000,0.20199196225755722
6,KnockoffNet,25000,0.18783854621701904
7,KnockoffNet,40000,0.2634981652979207
8,KnockoffNet,50000,0.4672374628691246
0,KnockoffNet,250,0.04700331993709593
1,KnockoffNet,500,0.06867027782631487
2,KnockoffNet,1000,0.004543071815481391
3,KnockoffNet,5000,0.0038441376900227153
4,KnockoffNet,10000,0.06692294251266818
5,KnockoffNet,20000,0.2745063777738948
6,KnockoffNet,25000,0.15114450463043858
7,KnockoffNet,40000,0.23291979730910362
8,KnockoffNet,50000,0.3223833653678141
