,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005133140840551813
1,KnockoffNet,500,0.025344882900224575
2,KnockoffNet,1000,0.0014436958614051972
3,KnockoffNet,5000,0.06143727943535451
4,KnockoffNet,10000,0.03208213025344883
5,KnockoffNet,20000,0.007539300609560475
6,KnockoffNet,25000,0.011709977542508822
7,KnockoffNet,40000,0.05229387231312159
8,KnockoffNet,50000,0.2329162656400385
0,KnockoffNet,250,0.016201475777991657
1,KnockoffNet,500,0.010907924286172602
2,KnockoffNet,1000,0.012832852101379532
3,KnockoffNet,5000,0.09801090792428617
4,KnockoffNet,10000,0.015239011870388194
5,KnockoffNet,20000,0.10859801090792429
6,KnockoffNet,25000,0.03914019890920757
7,KnockoffNet,40000,0.08999037536092397
8,KnockoffNet,50000,0.0737888995829323
