,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.07306927111593417
1,KnockoffNet,500,0.006149394103816242
2,KnockoffNet,1000,0.05353590160969434
3,KnockoffNet,5000,0.014830891662145053
4,KnockoffNet,10000,0.02333152468800868
5,KnockoffNet,20000,0.02568276361005607
6,KnockoffNet,25000,0.027491408934707903
7,KnockoffNet,40000,0.0781334780249593
8,KnockoffNet,50000,0.12642430819316333
0,KnockoffNet,250,0.0048833423765599565
1,KnockoffNet,500,0.03870500994754929
2,KnockoffNet,1000,0.015192620727075421
3,KnockoffNet,5000,0.08717670464821849
4,KnockoffNet,10000,0.04684391390848255
5,KnockoffNet,20000,0.08735756918068367
6,KnockoffNet,25000,0.121179236751673
7,KnockoffNet,40000,0.22752758184120095
8,KnockoffNet,50000,0.0859106529209622
