,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0038179148311306903
4,KnockoffNet,10000,0.0014684287812041115
5,KnockoffNet,20000,0.0005873715124816446
6,KnockoffNet,25000,0.392511013215859
7,KnockoffNet,40000,0.11923641703377386
8,KnockoffNet,50000,0.13010279001468428
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.3052863436123348
5,KnockoffNet,20000,0.2434654919236417
6,KnockoffNet,25000,0.09559471365638766
7,KnockoffNet,40000,0.10866372980910426
8,KnockoffNet,50000,0.2725403817914831
