,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.1811968661443574
1,KnockoffNet,500,0.01550258376396066
2,KnockoffNet,1000,0.001666944490748458
3,KnockoffNet,5000,0.0005000833472245374
4,KnockoffNet,10000,0.004834139023170528
5,KnockoffNet,20000,0.004834139023170528
6,KnockoffNet,25000,0.0658443073845641
7,KnockoffNet,40000,0.018836472745457578
8,KnockoffNet,50000,0.059843307217869644
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.08184697449574929
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0015002500416736123
5,KnockoffNet,20000,0.0003333888981496916
6,KnockoffNet,25000,0.0030005000833472247
7,KnockoffNet,40000,0.0011668611435239206
8,KnockoffNet,50000,0.026171028504750792
