,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.003851306095110516
4,KnockoffNet,10000,0.0013395847287340924
5,KnockoffNet,20000,0.003014065639651708
6,KnockoffNet,25000,0.01172136637642331
7,KnockoffNet,40000,0.001172136637642331
8,KnockoffNet,50000,0.0026791694574681848
0,KnockoffNet,250,0.0020093770931011385
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0003348961821835231
3,KnockoffNet,5000,0.0008372404554588078
4,KnockoffNet,10000,0.0003348961821835231
5,KnockoffNet,20000,0.2309109176155392
6,KnockoffNet,25000,0.004855994641661085
7,KnockoffNet,40000,0.001507032819825854
8,KnockoffNet,50000,0.014902880107166777
