,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.003208213025344883
1,KnockoffNet,500,0.004331087584215592
2,KnockoffNet,1000,0.09656721206288098
3,KnockoffNet,5000,0.04443375040102663
4,KnockoffNet,10000,0.15688161693936478
5,KnockoffNet,20000,0.03320500481231954
6,KnockoffNet,25000,0.06256015399422522
7,KnockoffNet,40000,0.2377285851780558
8,KnockoffNet,50000,0.0999358357394931
0,KnockoffNet,250,0.0028873917228103944
1,KnockoffNet,500,0.004972730189284569
2,KnockoffNet,1000,0.030317613089509143
3,KnockoffNet,5000,0.08036573628488931
4,KnockoffNet,10000,0.39268527430221367
5,KnockoffNet,20000,0.04603785691369907
6,KnockoffNet,25000,0.25633622072505613
7,KnockoffNet,40000,0.2034007058068656
8,KnockoffNet,50000,0.38065447545717035
