,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0006830601092896175
1,KnockoffNet,500,0.0010245901639344263
2,KnockoffNet,1000,0.027493169398907103
3,KnockoffNet,5000,0.025102459016393443
4,KnockoffNet,10000,0.06745218579234973
5,KnockoffNet,20000,0.07718579234972678
6,KnockoffNet,25000,0.0233948087431694
7,KnockoffNet,40000,0.015027322404371584
8,KnockoffNet,50000,0.07189207650273224
0,KnockoffNet,250,0.07564890710382513
1,KnockoffNet,500,0.00546448087431694
2,KnockoffNet,1000,0.011953551912568305
3,KnockoffNet,5000,0.009904371584699454
4,KnockoffNet,10000,0.014685792349726777
5,KnockoffNet,20000,0.021004098360655737
6,KnockoffNet,25000,0.04644808743169399
7,KnockoffNet,40000,0.06471994535519125
8,KnockoffNet,50000,0.16649590163934427
