,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.039829787234042555
1,KnockoffNet,500,0.011063829787234043
2,KnockoffNet,1000,0.014638297872340425
3,KnockoffNet,5000,0.0876595744680851
4,KnockoffNet,10000,0.017361702127659574
5,KnockoffNet,20000,0.14127659574468085
6,KnockoffNet,25000,0.25651063829787235
7,KnockoffNet,40000,0.5314042553191489
8,KnockoffNet,50000,0.18604255319148935
0,KnockoffNet,250,0.01327659574468085
1,KnockoffNet,500,0.015319148936170212
2,KnockoffNet,1000,0.004936170212765958
3,KnockoffNet,5000,0.06706382978723405
4,KnockoffNet,10000,0.004425531914893617
5,KnockoffNet,20000,0.10246808510638297
6,KnockoffNet,25000,0.1788936170212766
7,KnockoffNet,40000,0.08374468085106383
8,KnockoffNet,50000,0.34008510638297873
