,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005794302269435055
1,KnockoffNet,500,0.0020923869306293257
2,KnockoffNet,1000,0.004828585224529213
3,KnockoffNet,5000,0.014485755673587638
4,KnockoffNet,10000,0.041686785771768875
5,KnockoffNet,20000,0.0226943505552873
6,KnockoffNet,25000,0.08900692097215517
7,KnockoffNet,40000,0.23080637373249638
8,KnockoffNet,50000,0.003219056816352809
0,KnockoffNet,250,0.0012876227265411235
1,KnockoffNet,500,0.0045066795428939325
2,KnockoffNet,1000,0.012715274424593593
3,KnockoffNet,5000,0.06405923064542089
4,KnockoffNet,10000,0.005955255110252696
5,KnockoffNet,20000,0.3574762594559794
6,KnockoffNet,25000,0.09447931755995494
7,KnockoffNet,40000,0.11025269596008369
8,KnockoffNet,50000,0.288266537904394
