,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0026908846283215607
1,KnockoffNet,500,0.007231752438614195
2,KnockoffNet,1000,0.002186343760511268
3,KnockoffNet,5000,0.0005045408678102926
4,KnockoffNet,10000,0.0016818028927009755
5,KnockoffNet,20000,0.0016818028927009755
6,KnockoffNet,25000,0.040195089135553315
7,KnockoffNet,40000,0.017658930373360242
8,KnockoffNet,50000,0.08106289942818702
0,KnockoffNet,250,0.015136226034308779
1,KnockoffNet,500,0.02404978136562395
2,KnockoffNet,1000,0.010090817356205853
3,KnockoffNet,5000,0.0016818028927009755
4,KnockoffNet,10000,0.0011772620248906827
5,KnockoffNet,20000,0.0026908846283215607
6,KnockoffNet,25000,0.004204507231752439
7,KnockoffNet,40000,0.07130844265052136
8,KnockoffNet,50000,0.014127144298688193
