,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.033736153071500505
1,KnockoffNet,500,0.002181940248405505
2,KnockoffNet,1000,0.03088284659281638
3,KnockoffNet,5000,0.11010406176569319
4,KnockoffNet,10000,0.04699563611950319
5,KnockoffNet,20000,0.11513930849278281
6,KnockoffNet,25000,0.09449479691171533
7,KnockoffNet,40000,0.1386371265525344
8,KnockoffNet,50000,0.152903658945955
0,KnockoffNet,250,0.07821416582745888
1,KnockoffNet,500,0.09801946962067808
2,KnockoffNet,1000,0.0023497818059751594
3,KnockoffNet,5000,0.019805303793219202
4,KnockoffNet,10000,0.1419939577039275
5,KnockoffNet,20000,0.1107754279959718
6,KnockoffNet,25000,0.05219872440416247
7,KnockoffNet,40000,0.08559919436052367
8,KnockoffNet,50000,0.12269217858341726
