,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.003109147439044346
1,KnockoffNet,500,0.015382097856324661
2,KnockoffNet,1000,0.005236458844706267
3,KnockoffNet,5000,0.002290950744558992
4,KnockoffNet,10000,0.0039273441335297005
5,KnockoffNet,20000,0.046964490263459335
6,KnockoffNet,25000,0.038618883979708724
7,KnockoffNet,40000,0.004909180166912126
8,KnockoffNet,50000,0.006709212894779905
0,KnockoffNet,250,0.07396498118147603
1,KnockoffNet,500,0.2646048109965636
2,KnockoffNet,1000,0.0016363933889707086
3,KnockoffNet,5000,0.0013091147111765667
4,KnockoffNet,10000,0.023236786123384062
5,KnockoffNet,20000,0.002454590083456063
6,KnockoffNet,25000,0.005400098183603338
7,KnockoffNet,40000,0.004418262150220913
8,KnockoffNet,50000,0.004418262150220913
