,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.002513826043237808
1,KnockoffNet,500,0.00016758840288252054
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.00016758840288252054
5,KnockoffNet,20000,0.009720127367186191
6,KnockoffNet,25000,0.0005027652086475615
7,KnockoffNet,40000,0.0015082956259426848
8,KnockoffNet,50000,0.013239483827719122
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0015082956259426848
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.011060834590246356
6,KnockoffNet,25000,0.0006703536115300822
7,KnockoffNet,40000,0.00016758840288252054
8,KnockoffNet,50000,0.00016758840288252054
