,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.44044513997565643
1,KnockoffNet,500,0.520605112154408
2,KnockoffNet,1000,0.7527386541471048
3,KnockoffNet,5000,0.6211093722830812
4,KnockoffNet,10000,0.5449487045731177
5,KnockoffNet,20000,0.1046774474004521
6,KnockoffNet,25000,0.3065553816727526
7,KnockoffNet,40000,0.09494001043296818
8,KnockoffNet,50000,0.1387584767866458
0,KnockoffNet,250,0.8163797600417319
1,KnockoffNet,500,0.7002260476438881
2,KnockoffNet,1000,0.6541471048513302
3,KnockoffNet,5000,0.8071639714832203
4,KnockoffNet,10000,0.15997217875152148
5,KnockoffNet,20000,0.30133889758302906
6,KnockoffNet,25000,0.48043818466353677
7,KnockoffNet,40000,0.25943314206225004
8,KnockoffNet,50000,0.39471396278908016
