,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.009446693657219974
1,KnockoffNet,500,0.0739241265557055
2,KnockoffNet,1000,0.03793672214724846
3,KnockoffNet,5000,0.099265257159994
4,KnockoffNet,10000,0.03883640725745989
5,KnockoffNet,20000,0.15894436947068527
6,KnockoffNet,25000,0.08906882591093117
7,KnockoffNet,40000,0.1452991452991453
8,KnockoffNet,50000,0.20422852001799371
0,KnockoffNet,250,0.04183535762483131
1,KnockoffNet,500,0.029389713600239915
2,KnockoffNet,1000,0.14799820062977959
3,KnockoffNet,5000,0.017094017094017096
4,KnockoffNet,10000,0.10556305293147399
5,KnockoffNet,20000,0.307242465137202
6,KnockoffNet,25000,0.044084570400359874
7,KnockoffNet,40000,0.10841205578047683
8,KnockoffNet,50000,0.1303043934622882
