,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0024150102173509194
1,KnockoffNet,500,0.01114620100315809
2,KnockoffNet,1000,0.021363551922719673
3,KnockoffNet,5000,0.08378227754040497
4,KnockoffNet,10000,0.13988482258963403
5,KnockoffNet,20000,0.3132082481887423
6,KnockoffNet,25000,0.1978450678060561
7,KnockoffNet,40000,0.1592049043284414
8,KnockoffNet,50000,0.20713356864202118
0,KnockoffNet,250,0.000743080066877206
1,KnockoffNet,500,0.010031580902842282
2,KnockoffNet,1000,0.022663942039754782
3,KnockoffNet,5000,0.04179825376184284
4,KnockoffNet,10000,0.2461452721530745
5,KnockoffNet,20000,0.05517369496563255
6,KnockoffNet,25000,0.15251718372654655
7,KnockoffNet,40000,0.23908601151774103
8,KnockoffNet,50000,0.2472598922533903
