,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0025906735751295338
1,KnockoffNet,500,0.00469559585492228
2,KnockoffNet,1000,0.0029145077720207253
3,KnockoffNet,5000,0.006152849740932643
4,KnockoffNet,10000,0.09164507772020726
5,KnockoffNet,20000,0.10006476683937823
6,KnockoffNet,25000,0.05424222797927461
7,KnockoffNet,40000,0.02412564766839378
8,KnockoffNet,50000,0.06768134715025907
0,KnockoffNet,250,0.0042098445595854924
1,KnockoffNet,500,0.08711139896373057
2,KnockoffNet,1000,0.004047927461139896
3,KnockoffNet,5000,0.023154145077720206
4,KnockoffNet,10000,0.025097150259067356
5,KnockoffNet,20000,0.03675518134715026
6,KnockoffNet,25000,0.0048575129533678756
7,KnockoffNet,40000,0.006962435233160621
8,KnockoffNet,50000,0.005667098445595855
