,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0033647375504710633
1,KnockoffNet,500,0.003028263795423957
2,KnockoffNet,1000,0.02977792732166891
3,KnockoffNet,5000,0.05047106325706595
4,KnockoffNet,10000,0.022039030955585466
5,KnockoffNet,20000,0.07166890982503364
6,KnockoffNet,25000,0.46332436069986543
7,KnockoffNet,40000,0.09118438761776582
8,KnockoffNet,50000,0.08798788694481831
0,KnockoffNet,250,0.00639300134589502
1,KnockoffNet,500,0.07772543741588156
2,KnockoffNet,1000,0.10245625841184387
3,KnockoffNet,5000,0.226278600269179
4,KnockoffNet,10000,0.3495962314939435
5,KnockoffNet,20000,0.30047106325706596
6,KnockoffNet,25000,0.2708613728129206
7,KnockoffNet,40000,0.08378196500672948
8,KnockoffNet,50000,0.24545760430686406
