,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.052464525765496636
1,KnockoffNet,500,0.006348020911127707
2,KnockoffNet,1000,0.003547423450336072
3,KnockoffNet,5000,0.16019417475728157
4,KnockoffNet,10000,0.13984316654219567
5,KnockoffNet,20000,0.11725168035847648
6,KnockoffNet,25000,0.0847647498132935
7,KnockoffNet,40000,0.17643764002987303
8,KnockoffNet,50000,0.10100821508588499
0,KnockoffNet,250,0.0009335324869305452
1,KnockoffNet,500,0.0048543689320388345
2,KnockoffNet,1000,0.019230769230769232
3,KnockoffNet,5000,0.003547423450336072
4,KnockoffNet,10000,0.011202389843166542
5,KnockoffNet,20000,0.04611650485436893
6,KnockoffNet,25000,0.34820761762509334
7,KnockoffNet,40000,0.1896938013442868
8,KnockoffNet,50000,0.22255414488424197
