,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.03926320891904993
1,KnockoffNet,500,0.009856196477621587
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.01793504604944256
4,KnockoffNet,10000,0.05267409920827274
5,KnockoffNet,20000,0.02666020358700921
6,KnockoffNet,25000,0.0349006301502666
7,KnockoffNet,40000,0.037647439004685736
8,KnockoffNet,50000,0.01179512037485862
0,KnockoffNet,250,0.015672968169332686
1,KnockoffNet,500,0.001777346905800614
2,KnockoffNet,1000,0.003554693811601228
3,KnockoffNet,5000,0.024882856681208595
4,KnockoffNet,10000,0.009209888511875909
5,KnockoffNet,20000,0.013895621263532073
6,KnockoffNet,25000,0.010340927451930845
7,KnockoffNet,40000,0.006947810631766037
8,KnockoffNet,50000,0.04782678946518016
