,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
25%,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
50%,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
75%,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
max,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
median,50.0,0.09780000150203705,0.13636364042758942,0.0,0.37995906158809667,0.2772727340459824,0.09778894472361808,0.3,0.40964822471141815,0.8949310183525085,0.34666332153129814,5.021264314651489,552874.0,2.1090469360351562
