,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.01000667111407605
3,KnockoffNet,5000,0.008839226150767179
4,KnockoffNet,10000,0.003835890593729153
5,KnockoffNet,20000,0.003002001334222815
6,KnockoffNet,25000,0.0031687791861240828
7,KnockoffNet,40000,0.022014676450967312
8,KnockoffNet,50000,0.06054036024016011
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0001667778519012675
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0020013342228152103
5,KnockoffNet,20000,0.0018345563709139426
6,KnockoffNet,25000,0.0025016677785190127
7,KnockoffNet,40000,0.00133422281521014
8,KnockoffNet,50000,0.0005003335557038026
