,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.003294289897510981
1,KnockoffNet,500,0.0056734992679355785
2,KnockoffNet,1000,0.00018301610541727673
3,KnockoffNet,5000,0.0005490483162518302
4,KnockoffNet,10000,0.001281112737920937
5,KnockoffNet,20000,0.017569546120058566
6,KnockoffNet,25000,0.008601756954612006
7,KnockoffNet,40000,0.001281112737920937
8,KnockoffNet,50000,0.004209370424597365
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0007320644216691069
3,KnockoffNet,5000,0.00018301610541727673
4,KnockoffNet,10000,0.016471449487554905
5,KnockoffNet,20000,0.0010980966325036604
6,KnockoffNet,25000,0.0056734992679355785
7,KnockoffNet,40000,0.0
8,KnockoffNet,50000,0.00018301610541727673
