,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.030183077684314694
1,KnockoffNet,500,0.011050634999175326
2,KnockoffNet,1000,0.008411677387431964
3,KnockoffNet,5000,0.05541810984661059
4,KnockoffNet,10000,0.026389576117433613
5,KnockoffNet,20000,0.02144153059541481
6,KnockoffNet,25000,0.007422068283028204
7,KnockoffNet,40000,0.014019462312386608
8,KnockoffNet,50000,0.03480125350486558
0,KnockoffNet,250,0.005772719775688603
1,KnockoffNet,500,0.033151904997525974
2,KnockoffNet,1000,0.0041233712683490025
3,KnockoffNet,5000,0.009236351641101764
4,KnockoffNet,10000,0.003628566716147122
5,KnockoffNet,20000,0.06630380999505195
6,KnockoffNet,25000,0.026224641266699655
7,KnockoffNet,40000,0.03711034141514102
8,KnockoffNet,50000,0.020946726043212932
