,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.009145843540748
1,KnockoffNet,500,0.0008165931732810714
2,KnockoffNet,1000,0.008819206271435572
3,KnockoffNet,5000,0.024334476563775926
4,KnockoffNet,10000,0.011922260329903641
5,KnockoffNet,20000,0.013718765311121999
6,KnockoffNet,25000,0.006369426751592357
7,KnockoffNet,40000,0.02368120202515107
8,KnockoffNet,50000,0.018128368446839783
0,KnockoffNet,250,0.012412216233872285
1,KnockoffNet,500,0.005062877674342643
2,KnockoffNet,1000,0.0026130981544994283
3,KnockoffNet,5000,0.0034296913277804997
4,KnockoffNet,10000,0.013065490772497142
5,KnockoffNet,20000,0.015515270292340356
6,KnockoffNet,25000,0.020414829332026783
7,KnockoffNet,40000,0.007022701290217214
8,KnockoffNet,50000,0.016985138004246284
