,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.011365593249526434
1,KnockoffNet,500,0.02238677458240055
2,KnockoffNet,1000,0.013776476666092647
3,KnockoffNet,5000,0.007921474083003272
4,KnockoffNet,10000,0.022214568624074393
5,KnockoffNet,20000,0.009299121749612537
6,KnockoffNet,25000,0.014981918374375753
7,KnockoffNet,40000,0.03134148441536077
8,KnockoffNet,50000,0.07611503358016188
0,KnockoffNet,250,0.09677974857930084
1,KnockoffNet,500,0.07490959187187876
2,KnockoffNet,1000,0.030824866540382297
3,KnockoffNet,5000,0.0051661787497847425
4,KnockoffNet,10000,0.026691923540554503
5,KnockoffNet,20000,0.07163767866368176
6,KnockoffNet,25000,0.011537799207852592
7,KnockoffNet,40000,0.07645944549681419
8,KnockoffNet,50000,0.10384019287067332
