,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0015936254980079682
1,KnockoffNet,500,0.0006374501992031873
2,KnockoffNet,1000,0.0022310756972111555
3,KnockoffNet,5000,0.027091633466135457
4,KnockoffNet,10000,0.012589641434262949
5,KnockoffNet,20000,0.08589641434262948
6,KnockoffNet,25000,0.04860557768924303
7,KnockoffNet,40000,0.052111553784860556
8,KnockoffNet,50000,0.09657370517928286
0,KnockoffNet,250,0.00015936254980079682
1,KnockoffNet,500,0.0038247011952191236
2,KnockoffNet,1000,0.008605577689243029
3,KnockoffNet,5000,0.004143426294820717
4,KnockoffNet,10000,0.004940239043824702
5,KnockoffNet,20000,0.014661354581673306
6,KnockoffNet,25000,0.013386454183266932
7,KnockoffNet,40000,0.07904382470119523
8,KnockoffNet,50000,0.0299601593625498
