,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.0
7,KnockoffNet,40000,0.0
8,KnockoffNet,50000,0.0
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0003209757663296421
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.0011234151821537474
7,KnockoffNet,40000,0.008826833574065157
8,KnockoffNet,50000,0.0009629272989889263
