,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0035341635812857625
1,KnockoffNet,500,0.0003365870077415012
2,KnockoffNet,1000,0.0013463480309660047
3,KnockoffNet,5000,0.0003365870077415012
4,KnockoffNet,10000,0.0018512285425782565
5,KnockoffNet,20000,0.005217098619993268
6,KnockoffNet,25000,0.00555368562773477
7,KnockoffNet,40000,0.01969033995287782
8,KnockoffNet,50000,0.012958599798047796
0,KnockoffNet,250,0.0003365870077415012
1,KnockoffNet,500,0.0558734432850892
2,KnockoffNet,1000,0.0013463480309660047
3,KnockoffNet,5000,0.015987882867721306
4,KnockoffNet,10000,0.0023561090541905083
5,KnockoffNet,20000,0.02255132951868058
6,KnockoffNet,25000,0.0021878155503197577
7,KnockoffNet,40000,0.013631773813530798
8,KnockoffNet,50000,0.006058566139347021
