,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0003090712409210323
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.2517385257301808
4,KnockoffNet,10000,0.05965074949775923
5,KnockoffNet,20000,0.45217122546747024
6,KnockoffNet,25000,0.4966774841600989
7,KnockoffNet,40000,0.09040333796940195
8,KnockoffNet,50000,0.5323752124864781
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00015453562046051616
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.006799567300262711
4,KnockoffNet,10000,0.4863235975892443
5,KnockoffNet,20000,0.0029361767887498068
6,KnockoffNet,25000,0.5841446453407511
7,KnockoffNet,40000,0.22191315098130118
8,KnockoffNet,50000,0.5946530675320661
