,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00016066838046272492
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.00016066838046272492
4,KnockoffNet,10000,0.0012853470437017994
5,KnockoffNet,20000,0.002410025706940874
6,KnockoffNet,25000,0.007551413881748072
7,KnockoffNet,40000,0.007390745501285347
8,KnockoffNet,50000,0.01992287917737789
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.00016066838046272492
4,KnockoffNet,10000,0.0004820051413881748
5,KnockoffNet,20000,0.21625964010282778
6,KnockoffNet,25000,0.0006426735218508997
7,KnockoffNet,40000,0.009640102827763496
8,KnockoffNet,50000,0.02056555269922879
