,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.009561752988047808
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.08143426294820717
3,KnockoffNet,5000,0.05306772908366534
4,KnockoffNet,10000,0.23792828685258965
5,KnockoffNet,20000,0.09673306772908366
6,KnockoffNet,25000,0.08509960159362549
7,KnockoffNet,40000,0.15856573705179283
8,KnockoffNet,50000,0.19027888446215138
0,KnockoffNet,250,0.0031872509960159364
1,KnockoffNet,500,0.03713147410358566
2,KnockoffNet,1000,0.0498804780876494
3,KnockoffNet,5000,0.05195219123505976
4,KnockoffNet,10000,0.043824701195219126
5,KnockoffNet,20000,0.20334661354581673
6,KnockoffNet,25000,0.09402390438247012
7,KnockoffNet,40000,0.10613545816733068
8,KnockoffNet,50000,0.18247011952191236
