,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00661689854088904
1,KnockoffNet,500,0.012215812690872073
2,KnockoffNet,1000,0.06023074312860536
3,KnockoffNet,5000,0.01017984390906006
4,KnockoffNet,10000,0.22242958941296234
5,KnockoffNet,20000,0.047166610111978285
6,KnockoffNet,25000,0.05463182897862233
7,KnockoffNet,40000,0.10247709535120461
8,KnockoffNet,50000,0.1481167288768239
0,KnockoffNet,250,0.027994570749915168
1,KnockoffNet,500,0.01001017984390906
2,KnockoffNet,1000,0.0049202578893790296
3,KnockoffNet,5000,0.11859518154054971
4,KnockoffNet,10000,0.1158805564981337
5,KnockoffNet,20000,0.1182558534102477
6,KnockoffNet,25000,0.09518154054971158
7,KnockoffNet,40000,0.14234815066168985
8,KnockoffNet,50000,0.08618934509670852
