query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.09969999641180038,0.10000000149011612,False,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874,2.1090469360351562
