,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
25%,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
50%,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
75%,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
max,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
median,50.0,0.09969999641180038,0.10000000149011612,0.0,0.6082530018748321,0.20000000596046447,0.14623115577889448,0.33333332505491076,0.35788943618535995,1.0033947229385376,0.3885460628276263,4.630028247833252,552874.0,2.1090469360351562
