,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.013545546901456146
1,KnockoffNet,500,0.001015916017609211
2,KnockoffNet,1000,0.001015916017609211
3,KnockoffNet,5000,0.0006772773450728074
4,KnockoffNet,10000,0.01015916017609211
5,KnockoffNet,20000,0.0022011513714866237
6,KnockoffNet,25000,0.06163223840162547
7,KnockoffNet,40000,0.01574669827294277
8,KnockoffNet,50000,0.029969522519471724
0,KnockoffNet,250,0.006772773450728073
1,KnockoffNet,500,0.0015238740264138164
2,KnockoffNet,1000,0.001015916017609211
3,KnockoffNet,5000,0.0044023027429732475
4,KnockoffNet,10000,0.0022011513714866237
5,KnockoffNet,20000,0.004571622079241449
6,KnockoffNet,25000,0.011175076193701321
7,KnockoffNet,40000,0.15492719268540467
8,KnockoffNet,50000,0.20199796816796478
