,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.002157318287421175
1,KnockoffNet,500,0.004812479256554929
2,KnockoffNet,1000,0.0018254231662794558
3,KnockoffNet,5000,0.00033189512114171923
4,KnockoffNet,10000,0.005974112180550946
5,KnockoffNet,20000,0.010786591437105874
6,KnockoffNet,25000,0.02572187188848324
7,KnockoffNet,40000,0.0023232658479920344
8,KnockoffNet,50000,0.05592432791237969
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0004978426817125788
2,KnockoffNet,1000,0.0009956853634251576
3,KnockoffNet,5000,0.0004978426817125788
4,KnockoffNet,10000,0.00016594756057085962
5,KnockoffNet,20000,0.000829737802854298
6,KnockoffNet,25000,0.009956853634251576
7,KnockoffNet,40000,0.004978426817125788
8,KnockoffNet,50000,0.002655160969133754
