,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.01847949424542065
1,KnockoffNet,500,0.00129680661371373
2,KnockoffNet,1000,0.0016210082671421625
3,KnockoffNet,5000,0.0016210082671421625
4,KnockoffNet,10000,0.0024315124007132437
5,KnockoffNet,20000,0.006646133895282866
6,KnockoffNet,25000,0.008429242989139244
7,KnockoffNet,40000,0.008915545469281893
8,KnockoffNet,50000,0.006808234721997083
0,KnockoffNet,250,0.00129680661371373
1,KnockoffNet,500,0.0016210082671421625
2,KnockoffNet,1000,0.014426973577565245
3,KnockoffNet,5000,0.0017831090938563786
4,KnockoffNet,10000,0.0011347057869995137
5,KnockoffNet,20000,0.003566218187712757
6,KnockoffNet,25000,0.006970335548711298
7,KnockoffNet,40000,0.004538823147998055
8,KnockoffNet,50000,0.00907764629599611
