,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005177020708082832
1,KnockoffNet,500,0.005177020708082832
2,KnockoffNet,1000,0.002338009352037408
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.004843019372077488
5,KnockoffNet,20000,0.07615230460921844
6,KnockoffNet,25000,0.062625250501002
7,KnockoffNet,40000,0.48530394121576487
8,KnockoffNet,50000,0.003006012024048096
0,KnockoffNet,250,0.000501002004008016
1,KnockoffNet,500,0.00033400133600534405
2,KnockoffNet,1000,0.00016700066800267202
3,KnockoffNet,5000,0.001503006012024048
4,KnockoffNet,10000,0.3076152304609218
5,KnockoffNet,20000,0.007181028724114896
6,KnockoffNet,25000,0.14395457581830326
7,KnockoffNet,40000,0.11072144288577154
8,KnockoffNet,50000,0.056947227788911155
