,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.015134255492270139
1,KnockoffNet,500,0.3082180634662327
2,KnockoffNet,1000,0.0008136696501220504
3,KnockoffNet,5000,0.002278275020341741
4,KnockoffNet,10000,0.008462164361269325
5,KnockoffNet,20000,0.01692432872253865
6,KnockoffNet,25000,0.10838079739625713
7,KnockoffNet,40000,0.08022782750203418
8,KnockoffNet,50000,0.024410089503661515
0,KnockoffNet,250,0.002278275020341741
1,KnockoffNet,500,0.003905614320585842
2,KnockoffNet,1000,0.0024410089503661514
3,KnockoffNet,5000,0.001790073230268511
4,KnockoffNet,10000,0.002278275020341741
5,KnockoffNet,20000,0.0037428803905614322
6,KnockoffNet,25000,0.004231082180634662
7,KnockoffNet,40000,0.05109845402766477
8,KnockoffNet,50000,0.02066720911310008
