,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0008407600470825626
1,KnockoffNet,500,0.04809147469312258
2,KnockoffNet,1000,0.005044560282495376
3,KnockoffNet,5000,0.058348747267529845
4,KnockoffNet,10000,0.12678661510005046
5,KnockoffNet,20000,0.31209012947704723
6,KnockoffNet,25000,0.3023373129308895
7,KnockoffNet,40000,0.36556246847149826
8,KnockoffNet,50000,0.29729275264839417
0,KnockoffNet,250,0.012779552715654952
1,KnockoffNet,500,0.00874390448965865
2,KnockoffNet,1000,0.005212712291911888
3,KnockoffNet,5000,0.10021859761224147
4,KnockoffNet,10000,0.21943837228854884
5,KnockoffNet,20000,0.26198083067092653
6,KnockoffNet,25000,0.07482764419034807
7,KnockoffNet,40000,0.2522280141247688
8,KnockoffNet,50000,0.40322851858079706
