,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.004439890710382513
1,KnockoffNet,500,0.00546448087431694
2,KnockoffNet,1000,0.0006830601092896175
3,KnockoffNet,5000,0.00273224043715847
4,KnockoffNet,10000,0.005976775956284153
5,KnockoffNet,20000,0.004098360655737705
6,KnockoffNet,25000,0.01092896174863388
7,KnockoffNet,40000,0.01707650273224044
8,KnockoffNet,50000,0.00853825136612022
0,KnockoffNet,250,0.013490437158469945
1,KnockoffNet,500,0.012295081967213115
2,KnockoffNet,1000,0.001366120218579235
3,KnockoffNet,5000,0.004952185792349727
4,KnockoffNet,10000,0.011099726775956284
5,KnockoffNet,20000,0.05771857923497268
6,KnockoffNet,25000,0.032616120218579236
7,KnockoffNet,40000,0.15317622950819673
8,KnockoffNet,50000,0.011953551912568305
