,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00016823687752355316
1,KnockoffNet,500,0.0006729475100942127
2,KnockoffNet,1000,0.00033647375504710633
3,KnockoffNet,5000,0.002187079407806191
4,KnockoffNet,10000,0.007402422611036339
5,KnockoffNet,20000,0.002187079407806191
6,KnockoffNet,25000,0.005383580080753701
7,KnockoffNet,40000,0.01059892328398385
8,KnockoffNet,50000,0.01699192462987887
0,KnockoffNet,250,0.008243606998654104
1,KnockoffNet,500,0.0005047106325706595
2,KnockoffNet,1000,0.004542395693135935
3,KnockoffNet,5000,0.00016823687752355316
4,KnockoffNet,10000,0.006729475100942127
5,KnockoffNet,20000,0.0070659488559892325
6,KnockoffNet,25000,0.0033647375504710633
7,KnockoffNet,40000,0.00958950201884253
8,KnockoffNet,50000,0.04054508748317631
