,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005394801373222168
1,KnockoffNet,500,0.013078306359326467
2,KnockoffNet,1000,0.08697073728952101
3,KnockoffNet,5000,0.025993133889161354
4,KnockoffNet,10000,0.03449403302272356
5,KnockoffNet,20000,0.5044956678110185
6,KnockoffNet,25000,0.03727317312408043
7,KnockoffNet,40000,0.34771947032859246
8,KnockoffNet,50000,0.175903220532941
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.009972208598986431
2,KnockoffNet,1000,0.019290501880006538
3,KnockoffNet,5000,0.006048716691188491
4,KnockoffNet,10000,0.025829655059669773
5,KnockoffNet,20000,0.09171162334477685
6,KnockoffNet,25000,0.11901258786987085
7,KnockoffNet,40000,0.13274480954716364
8,KnockoffNet,50000,0.4704920712767697
