,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.006683526011560694
1,KnockoffNet,500,0.005780346820809248
2,KnockoffNet,1000,0.008128612716763005
3,KnockoffNet,5000,0.03251445086705202
4,KnockoffNet,10000,0.013186416184971099
5,KnockoffNet,20000,0.017702312138728325
6,KnockoffNet,25000,0.013186416184971099
7,KnockoffNet,40000,0.019147398843930637
8,KnockoffNet,50000,0.048771676300578035
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00541907514450867
2,KnockoffNet,1000,0.002167630057803468
3,KnockoffNet,5000,0.0012644508670520231
4,KnockoffNet,10000,0.009031791907514452
5,KnockoffNet,20000,0.05238439306358381
6,KnockoffNet,25000,0.04425578034682081
7,KnockoffNet,40000,0.0279985549132948
8,KnockoffNet,50000,0.011741329479768785
