,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00016711229946524063
1,KnockoffNet,500,0.007520053475935829
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.010026737967914439
4,KnockoffNet,10000,0.013368983957219251
5,KnockoffNet,20000,0.01804812834224599
6,KnockoffNet,25000,0.016544117647058824
7,KnockoffNet,40000,0.009358288770053475
8,KnockoffNet,50000,0.029913101604278076
0,KnockoffNet,250,0.005681818181818182
1,KnockoffNet,500,0.001336898395721925
2,KnockoffNet,1000,0.0015040106951871657
3,KnockoffNet,5000,0.02924465240641711
4,KnockoffNet,10000,0.00518048128342246
5,KnockoffNet,20000,0.34408422459893045
6,KnockoffNet,25000,0.03927139037433155
7,KnockoffNet,40000,0.06166443850267379
8,KnockoffNet,50000,0.03208556149732621
