,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00017085255424568598
1,KnockoffNet,500,0.00034170510849137196
2,KnockoffNet,1000,0.00034170510849137196
3,KnockoffNet,5000,0.2458568255595421
4,KnockoffNet,10000,0.0005125576627370579
5,KnockoffNet,20000,0.3285494618144541
6,KnockoffNet,25000,0.038783529813770715
7,KnockoffNet,40000,0.0025627883136852894
8,KnockoffNet,50000,0.07090381001195968
0,KnockoffNet,250,0.0032461985306680334
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0013668204339654878
3,KnockoffNet,5000,0.006150691952844695
4,KnockoffNet,10000,0.005979839398599009
5,KnockoffNet,20000,0.006150691952844695
6,KnockoffNet,25000,0.32000683410216985
7,KnockoffNet,40000,0.06748675892704596
8,KnockoffNet,50000,0.2853237655902956
